#robot1 : tanker, robot2 : speeder
# remaining_time, trees_state, global_score, ground_tank_water_level, leaks, personnal_score1, autonomous1, alarms1, robot1_x, robot1_y, robot1_theta, robot1_battery, robot1_temperature, robot1_waterlevel, robot1_shortkeys, robot1_clicks, personnal_score2, autonomous2, alarms2, robot2_x, robot2_y, robot2_theta, robot2_battery, robot2_temperature, robot2_waterlevel, robot2_shortkeys, robot2_clicks  
600, '0,0,0,0,0,0,0,0,0,0', 0, 50, 'true,true,true,true,true,true,true,true,true', 0, false, '', 75, 40, 3.141592653589793, 100, 0, 50, '', '', 0, false, '', 75, 60, 3.141592653589793, 50, 0, 30, '', ''
599, '0,0,0,0,0,0,0,0,0,0', 0, 50, 'true,true,true,true,true,true,true,true,true', 0, false, '', 75, 40, 3.141592653589793, 99, 0, 50, '', '', 0, false, '', 75, 60, 3.141592653589793, 49, 0, 30, '', ''
598, '0,0,0,0,1,0,0,0,0,0', 0, 50, 'true,true,true,true,true,true,true,true,true', 0, false, '', 75, 40, 3.141592653589793, 98, 0, 50, '', '', 0, false, '', 75, 60, 3.141592653589793, 48, 0, 30, '', ''
597, '0,0,0,0,1,0,0,0,0,0', 0, 50, 'true,true,true,true,true,true,true,true,true', 0, false, '', 75, 40, 3.141592653589793, 97, 0, 50, '', '', 0, false, '', 75, 60, 3.141592653589793, 47, 0, 30, '', ''
596, '0,0,0,0,1,0,0,0,0,0', 0, 50, 'true,true,true,true,true,true,true,true,true', 0, false, '', 75, 40, 3.141592653589793, 96, 0, 50, '', '', 0, false, '', 75, 60, 3.141592653589793, 46, 0, 30, '', ''
595, '0,0,0,0,1,0,0,0,0,0', 0, 50, 'true,true,true,true,true,true,true,true,true', 0, false, '', 75, 40, 3.141592653589793, 95, 0, 50, '', '', 0, false, '', 75, 60, 3.141592653589793, 45, 0, 30, '', ''
594, '0,0,0,0,1,0,0,0,0,0', 0, 50, 'true,true,true,true,true,true,true,true,true', 0, false, '', 75, 40, 3.141592653589793, 94, 0, 50, '', '', 0, false, '', 75, 60, 3.141592653589793, 44, 0, 30, '', ''
593, '0,0,0,0,1,0,0,0,0,0', 0, 50, 'true,true,true,true,true,true,true,true,true', 0, false, '', 75, 40, 3.141592653589793, 93, 0, 50, '', '', 0, false, '', 75, 60, 3.141592653589793, 43, 0, 30, '', ''
592, '1,0,0,0,1,0,0,0,0,0', 0, 50, 'true,true,true,true,true,true,true,true,true', 0, false, '', 75, 40, 3.141592653589793, 92, 0, 50, '', '', 0, false, '', 75, 60, 3.141592653589793, 42, 0, 30, '', ''
591, '1,0,0,0,1,0,0,0,0,0', 0, 50, 'true,true,true,true,true,true,false,true,true', 0, true, '', 75, 40, 3.141592653589793, 91, 0, 50, '', '', 0, false, '', 75, 60, 3.141592653589793, 41, 0, 30, '', ''
590, '1,0,0,0,1,0,0,0,0,0', 0, 49.722222222222214, 'true,true,true,true,true,true,false,true,true', 0, true, '', 60.600000000000094, 40, 3.141592653589793, 90, 0, 50, '', '', 0, false, '', 75, 60, 2.1815926535898136, 40, 0, 30, '', ''
589, '1,0,0,0,1,0,0,0,0,0', 0, 49.44444444444443, 'true,true,true,true,true,true,false,true,true', 0, true, '', 45.60000000000006, 40, 3.141592653589793, 89, 0, 50, '', '', 0, false, '', 75, 60, 1.1815926535898225, 39, 0, 30, '', ''
588, '1,0,0,0,0,0,0,0,0,0', 1, 49.16666666666664, 'true,true,true,true,true,true,false,true,true', 1, true, '', 44.400000000000055, 40, 2.4975926535897823, 88, 5.099999999999913, 40, '', '', 0, false, '', 75, 60, 0.18159265358982157, 38, 0, 30, '', ''
587, '1,0,0,0,0,0,0,0,0,0', 1, 48.88888888888886, 'true,true,true,true,true,true,false,true,true', 1, true, '', 44.400000000000055, 40, 1.7975926535897706, 87, 3.0999999999999126, 40, '', '', 0, false, '', 75, 60, 5.464777960769425, 37, 0, 30, '', ''
586, '1,0,1,0,0,0,0,0,0,0', 1, 48.61111111111107, 'true,true,false,true,true,true,false,true,true', 1, true, '', 44.400000000000055, 40, 1.1255926535897594, 86, 1.0999999999999126, 40, '', '', 0, false, '', 75, 60, 4.504777960769445, 36, 0, 30, '', ''
585, '1,0,1,0,0,0,0,0,0,0', 1, 48.0555555555555, 'true,true,false,true,true,true,false,true,true', 1, true, '', 50.727688442529725, 48.00002243586083, 0.9015926535897556, 85, 0, 40, '', '', 0, false, '', 75, 60, 3.5047779607694665, 35, 0, 30, '', ''
584, '1,0,1,0,0,0,0,0,0,0', 1, 47.49999999999993, 'true,true,false,true,true,true,false,true,true', 1, true, '', 60.03311262272042, 59.76476131212675, 0.9015926535897556, 84, 0, 40, '', '', 0, false, '', 75, 60, 2.5047779607694878, 34, 0, 30, '', ''
583, '1,0,1,0,1,0,0,0,0,0', 1, 46.94444444444436, 'true,true,false,true,true,true,false,true,true', 1, true, '', 69.33853680291101, 71.52950018839267, 0.9015926535897556, 83, 0, 40, '', '', 0, false, '', 75, 60, 1.5047779607695038, 33, 0, 30, '', ''
582, '1,0,1,0,1,0,0,0,0,0', 1, 46.388888888888786, 'true,true,false,true,true,true,false,true,true', 1, true, '', 78.64396098310152, 83.2942390646586, 0.9015926535897556, 82, 0, 40, '', '', 0, false, '', 75, 60, 0.5047779607695029, 32, 0, 30, '', ''
581, '1,0,1,0,1,0,0,0,0,0', 1, 45.833333333333215, 'true,true,false,true,true,true,false,true,true', 1, true, '', 87.57716819608441, 94.58838838587388, 0.9015926535897556, 81, 0, 40, '', '', 0, true, '', 75, 60, 5.827963267949098, 31, 0, 30, '', ''
580, '1,0,1,0,1,0,0,1,0,0', 1, 45.277777777777644, 'true,true,false,true,true,true,false,true,true', 1, true, '', 99.77262302428299, 100, 0.22959265358974523, 80, 0, 40, '', '', 0, true, '', 75, 60, 3.867963267949097, 30, 0, 30, '', ''
579, '1,0,1,0,1,0,0,1,0,0', 1, 34.72222222222207, 'true,true,false,true,true,true,false,true,true', 1, true, '', 100, 97.80729275747504, 5.812777960769356, 79, 0, 50, '', '', 0, true, '', 75, 60, 1.8679632679490954, 29, 0, 30, '', ''
578, '1,0,1,0,1,0,0,1,0,0', 1, 24.16666666666651, 'true,true,false,true,true,true,false,true,true', 1, true, '', 100, 87.19956848515005, 5.112777960769389, 78, 0, 60, '', '', 0, true, '', 75, 60, 6.15114857512868, 28, 0, 30, '', ''
577, '1,0,1,0,1,0,0,1,0,0', 1, 23.611111111110958, 'true,true,false,true,true,true,false,true,true', 1, true, '', 99.13223070751636, 72.53392215487648, 4.4127779607694215, 77, 0, 60, '', '', 0, true, '', 75, 60, 4.151148575128678, 27, 0, 30, '', ''
576, '1,0,1,0,1,0,0,1,0,0', 1, 23.055555555555404, 'true,true,false,true,true,true,false,true,true', 1, true, '', 90.40760681040884, 60.70783639282648, 3.7127779607694347, 76, 0, 60, '', '', 0, true, '', 75, 60, 2.1511485751286763, 26, 0, 30, '', ''
575, '1,0,1,0,1,0,0,1,0,0', 1, 22.49999999999985, 'true,true,false,true,true,true,false,true,true', 1, true, '', 76.71302626791716, 57.222917716873994, 3.0407779607694234, 75, 0, 60, '', '', 0, true, '', 75, 60, 0.2311485751286746, 25, 0, 30, '', ''
